05paDeska,4.115.444
AClownWithDown,720.107
Alm0stAs1an,3.052.338
Althea,0
Alvadros,6.815.547
AquaRampage,7.366.692
Asiaczek,36.136.755
B4LD,1.718.290
BananenLikker,0
Banel,0
Barisart,0
BILLYYBOY,39.103.015
Bluepop,34.879.991
BolaGato3000,67.677.913
Bolosek,0
Bomberio,5.895.315
Branlouis,2.676.385
Brenhasugardaddy,10.779.478
Brezhko,25.878.451
CATSIKOC,2.600.000
ChaosDark,37.390.739
Chico78,17.950.083
ciachurachu,1.264.463
Cloud,3.082.717
Cobbelito,8.253.796
cxtl,3.330.194
dagger007,1.469.875
dantom,0
Dnnky,13.555.607
DrBonk,0
DrDeath6,0
DSign,3.138.170
Duckers,2.483.000
echoz,8.907.433
Emiiz,17.788.339
EspinhoLadas,2.185.922
Evandor,0
Fatbloke,3.208.400
Flipke,33.134.634
Franollo,0
FrytkaMain,717.000
Geneva,7.144.768
GetoSuguru,0
GleuvenVuller,866.658
GlitchedGamerAO,0
GODGOLOREBORN,0
Gogolo,0
Gokoiv,4.983.377
gumisek,0
Hamzalav,8.370.998
Havazo,1.180.375
HawkKTuaHH,25.548.094
Henk123,7.924.315
Hera,26.968.077
Hinotama,0
Huntarr,4.220.477
Hyades,0
IIIX,31.032.453
iMuhammed,1.259.527
inthebininging,7.511.550
ITalalM4YT,21.683.460
IZEKshadow,22.111.861
JamJelly,2.909.065
JedzieKaretka,8.856.654
JohnSmackedU,7.540.511
Joost1830,650.552
JustBigTT,0
Karmagamer,4.810.800
Kazandp,7.533.513
kfzh,12.147.384
Kimkolwiekk,0
kn665og,1.570.822
Kocain,0
Koneko,11.787.306
Kryst77,1.620.000
Lennox,18.216.717
LifeEnjoyerr,8.828.231
Liquwin,0
Llitte34,4.753.900
Lotas,6.343.679
Luchanita,887.600
macioka123,1.241.534
Magnetick,29.776.572
Mainbot,4.531.700
Marinefreak,2.379.763
Mario9045,14.521.353
MartimLopes,891.333
matem,2.598.058
MaxWis,6.901.865
Meatbubbles,4.495.493
MistRat,0
mooiedame,2.870.000
MoonlightStar,1.383.667
Mordan,5.853.562
mpaskina,0
Mr4guppy1,1.363.000
MrBrownNL,1.909.505
Napsta,15.768.285
Narenia,0
NEDDEF,0
Nickey55,0
NoAGirlAttall,12.463.601
noob99,10.624.903
Nooor,2.791.315
NorthEST,2.258.286
NotJeanpierre,31.790.920
nvMish,12.616.057
OdinsCall,2.845.261
Oreoroberr,8.724.603
Ozyshiru,19.793.933
Pallagon,26.876.075
Pavis,7.921.614
Pencs,4.194.562
Pergunta,3.220.660
Pichakorta,1.700.000
pkmv2,3.724.602
Poperion,16.860.474
Rejdark,3.375.689
RELOKIM,7.655.183
RInneganUser,4.031.665
sajed,1.566.001
SecretMind,8.670.634
semboihotdog,1.101.538
ShAhAb,7.978.744
ShensualShen,0
Sicktrumgiet,1.253.393
SigarPlayGames,4.301.641
SiggerTheSlave,45.493.098
SmagroomPT,6.966.351
SOFI2D,-380.000
spintheroll,3.939.611
Stonersloth,17.143.358
Stoqn324,1.430.333
StunWyvern,0
Svarna,8.128.678
Tasemu,16.300.810
TheGreatCornholi,4.312.410
TheMeatHead,11.204.268
TheValeyard,0
ToGVoidTerror,12.321.314
tolan69,2.591.526
toothfairy1998,2.200.756
Tripl3Trick,4.177.084
Tronki,1.246.130
Tyxie,168.000
ui9,0
UluMulu,6.628.609
Vallenir,13.949.068
Vizyrion,7.298.103
WeeWar,0
Xawi,1.963.939
Xutber,4.008.052
Yuurei,0
Z3R07,695.725
Zynex,47.044.495
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0